Id,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,OverallQual_binned,Normalized_OverallQual,Normalized_SalePrice
62,RM,7200,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,530,530,GasA,TA,N,SBrkr,581,530,1111,0,1,0,3,Fa,6,Typ,0,1,288,N,0,0,0,0,3,2007,WD,Normal,101000,Medium,0.020923433,0.01337809
63,RL,6442,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,1346,1370,GasA,Ex,Y,SBrkr,1370,0,1370,0,2,0,2,Gd,6,Typ,1,2,484,Y,120,49,0,0,10,2007,WD,Normal,202500,High,0.033477492,0.026822408
64,RM,10300,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,1921,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,576,576,GasA,Gd,Y,SBrkr,902,808,1710,0,2,0,3,TA,9,Typ,0,2,480,Y,12,11,0,0,4,2010,WD,Normal,140000,Medium,0.029292806,0.018543887
65,RL,9375,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,318,1057,GasA,Ex,Y,SBrkr,1057,977,2034,1,2,1,3,Gd,8,Typ,0,2,645,Y,576,36,0,0,2,2009,WD,Normal,219500,Medium,0.029292806,0.029074166
66,RL,9591,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,2473,0,2,1,4,Gd,9,Typ,1,3,852,Y,192,151,0,0,10,2007,WD,Normal,317000,High,0.033477492,0.041988659
67,RL,19900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,1035,1947,GasA,TA,Y,SBrkr,2207,0,2207,1,2,0,3,TA,7,Min1,1,2,576,Y,301,0,0,0,7,2010,WD,Normal,180000,Medium,0.029292806,0.023842141
68,RL,10665,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,440,1453,GasA,Ex,Y,SBrkr,1479,0,1479,1,2,0,3,Gd,7,Typ,0,2,558,Y,144,29,0,0,6,2007,WD,Normal,226000,Medium,0.029292806,0.029935132
69,RM,4608,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,747,747,GasA,TA,Y,SBrkr,747,0,747,0,1,0,2,TA,4,Typ,0,1,220,Y,0,0,0,0,6,2010,WD,Normal,80000,Low,0.016738746,0.010596507
70,RL,15593,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,701,1304,GasW,TA,Y,SBrkr,1304,983,2287,0,2,0,3,TA,7,Typ,1,2,667,Y,0,21,0,0,7,2006,WD,Normal,225000,Medium,0.029292806,0.029802676
71,RL,13651,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,343,2223,GasA,Ex,Y,SBrkr,2223,0,2223,1,2,0,3,TA,8,Typ,2,2,516,Y,300,0,0,0,2,2007,WD,Normal,244000,Medium,0.029292806,0.032319346
72,RL,7599,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,280,845,GasA,TA,Y,SBrkr,845,0,845,1,1,0,2,TA,4,Typ,0,2,360,Y,0,0,0,0,6,2007,WD,Normal,129500,Low,0.016738746,0.017153096
73,RL,10141,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,832,832,GasA,Gd,Y,SBrkr,885,833,1718,0,2,1,3,TA,7,Typ,1,2,427,Y,0,94,291,0,12,2009,WD,Normal,185000,Medium,0.029292806,0.024504422
74,RL,10200,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,404,1086,GasA,Gd,Y,SBrkr,1086,0,1086,1,1,0,3,TA,6,Typ,0,2,490,Y,0,0,0,0,5,2010,WD,Normal,144900,Medium,0.020923433,0.019192923
75,RM,5790,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,840,840,GasA,Gd,N,SBrkr,840,765,1605,0,2,0,3,TA,8,Typ,0,1,379,Y,0,0,0,0,5,2010,WD,Normal,107400,Low,0.01255406,0.014225811
76,RM,1596,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,462,GasA,TA,Y,SBrkr,526,462,988,1,1,0,2,TA,5,Typ,0,1,297,Y,120,101,0,0,11,2009,WD,Normal,91000,Low,0.016738746,0.012053527
77,RL,8475,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,724,952,GasA,Ex,Y,FuseA,952,0,952,0,1,0,2,TA,4,Typ,0,1,283,Y,0,0,0,0,4,2008,WD,Normal,135750,Low,0.016738746,0.017980948
78,RM,8635,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,295,672,GasA,TA,Y,SBrkr,1072,213,1285,1,1,0,2,TA,6,Min1,0,1,240,Y,0,0,0,0,1,2008,WD,Normal,127000,Medium,0.020923433,0.016821955
79,RL,10778,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1768,1768,GasA,TA,N,SBrkr,1768,0,1768,0,2,0,4,TA,8,Typ,0,0,0,Y,0,0,0,0,4,2010,WD,Normal,136500,Low,0.016738746,0.01808029
80,RM,10440,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,440,440,GasA,Gd,Y,SBrkr,682,548,1230,0,1,1,2,TA,5,Typ,0,2,440,Y,74,0,0,0,5,2009,WD,Normal,110000,Medium,0.020923433,0.014570197
81,RL,13000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,448,896,GasA,TA,Y,SBrkr,1182,960,2142,0,2,1,4,Gd,8,Typ,1,1,509,Y,0,72,252,0,6,2009,WD,Normal,193500,Medium,0.025108119,0.025630301
82,RM,4500,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,36,1237,GasA,Ex,Y,SBrkr,1337,0,1337,1,2,0,2,TA,5,Typ,0,2,405,Y,0,199,0,0,3,2006,WD,Normal,153500,Medium,0.025108119,0.020332048
83,RL,10206,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,1530,1563,GasA,Ex,Y,SBrkr,1563,0,1563,0,2,0,3,Gd,6,Typ,1,3,758,Y,144,99,0,0,10,2008,WD,Normal,245000,High,0.033477492,0.032451803
84,RL,8892,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1065,1065,GasA,Gd,Y,SBrkr,1065,0,1065,0,1,1,3,TA,6,Typ,0,2,461,Y,74,0,0,0,7,2007,COD,Normal,126500,Medium,0.020923433,0.016755727
85,RL,8530,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,GasA,Gd,Y,SBrkr,804,670,1474,0,2,1,3,TA,7,Typ,1,2,400,Y,120,72,0,0,5,2009,WD,Normal,168500,Medium,0.029292806,0.022318893
86,RL,16059,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,2417,0,2,1,4,Gd,9,Typ,1,2,462,Y,127,82,0,0,4,2006,WD,Normal,260000,High,0.033477492,0.034438648
87,RL,11911,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,684,684,GasA,Ex,Y,SBrkr,684,876,1560,0,2,1,3,Gd,6,Typ,1,2,400,Y,100,38,0,0,3,2009,WD,Normal,174000,Medium,0.025108119,0.023047403
88,FV,3951,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,612,612,GasA,Ex,Y,SBrkr,612,612,1224,0,2,1,2,Gd,4,Typ,0,2,528,Y,0,234,0,0,6,2009,New,Partial,164500,Medium,0.025108119,0.021789067
89,C (all),8470,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,1915,1982,Hip,CompShg,Plywood,Plywood,None,0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,1013,1013,GasA,TA,N,SBrkr,1013,0,1526,0,1,0,2,Fa,6,Typ,0,0,0,N,0,0,0,0,10,2009,ConLD,Abnorml,85000,Low,0.01255406,0.011258789
90,RL,8070,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,402,990,GasA,Ex,Y,SBrkr,990,0,990,1,1,0,3,TA,5,Typ,0,0,0,Y,0,0,0,0,8,2007,WD,Normal,123600,Low,0.016738746,0.016371603
91,RL,7200,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,TA,Y,FuseA,1040,0,1040,0,1,0,2,TA,4,Typ,0,2,420,Y,0,29,0,0,7,2006,WD,Normal,109900,Low,0.016738746,0.014556951
92,RL,8500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,635,1235,GasA,TA,Y,SBrkr,1235,0,1235,0,1,0,2,TA,6,Typ,0,2,480,Y,0,0,0,0,12,2006,WD,Abnorml,98600,Medium,0.020923433,0.013060195
93,RL,13360,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,163,876,GasA,Ex,Y,SBrkr,964,0,964,1,1,0,2,TA,5,Typ,0,2,432,Y,0,0,0,0,8,2009,WD,Normal,163500,Medium,0.020923433,0.021656611
94,C (all),7200,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,168,1214,GasW,Ex,N,SBrkr,1260,1031,2291,0,2,0,4,TA,9,Typ,1,2,506,Y,0,0,99,0,11,2007,WD,Normal,133900,Medium,0.025108119,0.017735904
95,RL,9337,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,176,824,GasA,Ex,Y,SBrkr,905,881,1786,1,2,1,3,Gd,7,Typ,0,2,684,Y,0,162,0,0,5,2007,WD,Normal,204750,Medium,0.025108119,0.027120435
96,RL,9765,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,370,680,GasA,Gd,Y,SBrkr,680,790,1470,0,2,1,3,TA,6,Typ,1,2,420,Y,232,63,0,0,4,2009,WD,Normal,185000,Medium,0.025108119,0.024504422
97,RL,10264,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,426,1588,GasA,Ex,Y,SBrkr,1588,0,1588,0,2,0,3,Gd,6,Typ,0,2,472,Y,158,29,0,0,8,2006,WD,Normal,214000,Medium,0.029292806,0.028345656
98,RL,10921,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,440,960,GasA,TA,Y,FuseF,960,0,960,1,1,0,3,TA,6,Typ,0,1,432,P,120,0,0,0,5,2007,WD,Normal,94750,Low,0.016738746,0.012550238
99,RL,10625,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,350,458,GasA,Fa,N,SBrkr,835,0,835,0,1,0,2,TA,5,Typ,0,1,366,Y,0,0,0,0,5,2010,COD,Abnorml,83000,Medium,0.020923433,0.010993876
100,RL,9320,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1959,1959,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,381,950,GasA,Fa,Y,SBrkr,1225,0,1225,1,1,1,3,TA,6,Typ,0,0,0,Y,352,0,0,0,1,2010,WD,Normal,128950,Low,0.016738746,0.017080245
101,RL,10603,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,410,1610,GasA,Gd,Y,SBrkr,1610,0,1610,1,2,0,3,Gd,6,Typ,2,2,480,Y,168,68,0,0,2,2010,WD,Normal,205000,Medium,0.025108119,0.027153549
102,RL,9206,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,741,741,GasA,TA,Y,SBrkr,977,755,1732,0,2,1,3,Gd,7,Typ,1,2,476,Y,192,46,0,0,6,2010,WD,Normal,178000,Medium,0.025108119,0.023577228
103,RL,7018,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Fa,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,TA,Y,SBrkr,1535,0,1535,0,2,0,4,TA,8,Typ,0,2,410,Y,0,0,0,0,6,2009,WD,Alloca,118964,Medium,0.020923433,0.015757536
104,RL,10402,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1226,1226,GasA,Ex,Y,SBrkr,1226,0,1226,0,2,0,3,Gd,6,Typ,0,3,740,Y,0,36,0,0,5,2010,WD,Normal,198900,Medium,0.029292806,0.026345565
105,RM,7758,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,816,1040,GasA,Ex,Y,FuseF,1226,592,1818,0,1,1,4,TA,7,Typ,2,1,240,Y,0,0,184,0,6,2007,WD,Normal,169500,Medium,0.029292806,0.022451349
106,FV,9375,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1053,1053,GasA,Ex,Y,SBrkr,1053,939,1992,0,2,1,3,Gd,9,Typ,1,2,648,Y,140,45,0,0,8,2008,WD,Normal,250000,High,0.033477492,0.033114084
107,RM,10800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,641,641,GasA,Gd,Y,SBrkr,1047,0,1047,0,1,0,2,TA,6,Typ,0,1,273,N,0,0,0,0,8,2007,WD,Normal,100000,Low,0.016738746,0.013245634
108,RM,6000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,516,789,GasA,Ex,Y,SBrkr,789,0,789,0,1,0,2,TA,5,Typ,0,1,250,Y,0,0,0,0,4,2008,WD,Partial,115000,Medium,0.020923433,0.015232479
109,RM,8500,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,793,793,GasW,TA,N,FuseF,997,520,1517,0,2,0,3,Fa,7,Typ,0,0,0,N,0,0,0,0,8,2007,WD,Normal,115000,Medium,0.020923433,0.015232479
110,RL,11751,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,1139,1844,GasA,Ex,Y,SBrkr,1844,0,1844,0,2,0,3,TA,7,Typ,1,2,546,Y,0,122,0,0,1,2010,COD,Normal,190000,Medium,0.025108119,0.025166704
111,RL,9525,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,550,994,GasA,Gd,Y,SBrkr,1216,639,1855,0,2,0,4,TA,7,Typ,0,1,325,Y,182,0,0,0,10,2006,WD,Normal,136900,Medium,0.025108119,0.018133273
112,RL,7750,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,134,384,GasA,Ex,Y,SBrkr,774,656,1430,0,2,1,3,TA,7,Typ,1,2,400,Y,180,0,0,0,4,2010,WD,Normal,180000,Medium,0.029292806,0.023842141
113,RL,9965,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,280,1264,GasA,Ex,Y,SBrkr,1282,1414,2696,1,2,1,4,Ex,10,Typ,1,3,792,Y,120,184,168,0,10,2007,New,Partial,383970,Medium,0.029292806,0.05085926
114,RL,21000,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,905,1809,GasA,TA,Y,SBrkr,2259,0,2259,1,2,0,3,Gd,7,Typ,2,2,450,Y,166,120,0,0,10,2007,COD,Abnorml,217000,Medium,0.025108119,0.028743025
115,RL,7259,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,104,1028,GasA,Ex,Y,SBrkr,1436,884,2320,1,2,1,3,Gd,9,Typ,1,1,180,Y,224,0,0,0,7,2007,WD,Normal,259500,Medium,0.025108119,0.034372419
116,FV,3230,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,310,729,GasA,Gd,Y,SBrkr,729,729,1458,0,2,1,2,TA,5,Typ,1,2,440,Y,0,32,0,0,6,2007,WD,Normal,176000,Medium,0.025108119,0.023312315
117,RL,11616,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,252,1092,GasA,TA,Y,SBrkr,1092,0,1092,0,1,0,3,TA,6,Typ,1,1,288,Y,0,20,0,0,9,2009,WD,Normal,139000,Medium,0.020923433,0.018411431
118,RL,8536,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1125,1125,GasA,Gd,Y,SBrkr,1125,0,1125,0,1,1,2,TA,5,Typ,0,2,430,Y,80,64,0,0,4,2007,New,Partial,155000,Medium,0.020923433,0.020530732
119,RL,12376,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1990,1990,Hip,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,203,1673,GasA,Gd,Y,SBrkr,1699,1523,3222,1,3,0,5,Gd,11,Typ,2,3,594,Y,367,0,0,0,5,2010,WD,Normal,320000,Medium,0.029292806,0.042386028
120,RL,8461,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,728,1456,0,2,1,3,Gd,8,Typ,1,2,390,Y,0,24,0,0,7,2006,New,Partial,163990,Medium,0.025108119,0.021721515
121,RL,21453,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,1969,1969,Flat,Metal,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,938,GasA,Ex,Y,SBrkr,988,0,988,1,1,0,1,TA,4,Typ,2,2,540,Y,0,130,0,0,10,2006,WD,Normal,180000,Medium,0.025108119,0.023842141
122,RM,6060,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,732,732,GasA,Gd,Y,SBrkr,772,351,1123,0,1,0,3,TA,4,Typ,0,1,264,P,0,0,0,0,6,2007,WD,Normal,100000,Low,0.016738746,0.013245634
123,RL,9464,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,510,1080,GasA,Gd,Y,SBrkr,1080,0,1080,0,1,0,3,TA,5,Typ,0,1,288,Y,0,0,130,0,6,2008,WD,Normal,136000,Medium,0.025108119,0.018014062
124,RL,7892,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,1993,1993,Gable,CompShg,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,899,1199,GasA,Ex,Y,SBrkr,1199,0,1199,0,2,0,2,Gd,5,Typ,0,2,530,Y,0,63,0,0,3,2008,WD,Normal,153900,Medium,0.025108119,0.02038503
